gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,year,state
female,group A,some college,free/reduced,none,49,65,55,2018,Texas
female,group D,high school,standard,completed,88,99,100,2015,Indiana
female,group C,high school,standard,none,54,59,62,2015,Wisconsin
female,group C,some high school,standard,none,63,73,68,2018,Arizona
male,group B,associate's degree,standard,completed,65,65,63,2016,Maryland
female,group B,associate's degree,standard,none,82,80,77,2017,Wisconsin
female,group D,high school,free/reduced,completed,52,57,56,2015,Massachusetts
male,group D,associate's degree,standard,completed,87,84,85,2018,Wisconsin
female,group D,master's degree,standard,completed,70,71,74,2017,Maryland
male,group E,some college,standard,completed,84,83,78,2017,Texas
male,group D,associate's degree,standard,none,71,66,60,2016,Georgia
male,group B,some high school,standard,completed,63,67,67,2016,Illinois
female,group C,bachelor's degree,free/reduced,completed,51,72,79,2016,Maryland
male,group E,high school,standard,none,84,73,69,2018,Georgia
male,group C,bachelor's degree,standard,completed,71,74,68,2019,Florida
male,group C,associate's degree,standard,none,74,73,67,2016,Tennessee
male,group D,some college,standard,none,68,59,62,2018,Michigan
male,group E,high school,free/reduced,completed,57,56,54,2020,Pennsylvania
female,group C,associate's degree,free/reduced,completed,82,93,93,2016,California
female,group D,high school,standard,completed,57,58,64,2017,New York
female,group D,master's degree,free/reduced,completed,47,58,67,2020,Maryland
female,group A,some high school,standard,completed,59,85,80,2019,Florida
male,group B,some college,free/reduced,none,41,39,34,2019,California
female,group C,some college,free/reduced,none,62,67,62,2017,Texas
male,group C,bachelor's degree,standard,none,86,83,86,2017,Tennessee
male,group C,some high school,free/reduced,none,69,71,65,2019,Massachusetts
male,group A,some high school,free/reduced,none,65,59,53,2016,Pennsylvania
male,group C,some high school,free/reduced,none,68,63,54,2015,Wisconsin
male,group C,associate's degree,free/reduced,none,64,66,59,2017,Indiana
female,group C,high school,standard,none,61,72,70,2019,Massachusetts
male,group C,high school,standard,none,61,56,55,2020,Michigan
female,group A,some high school,free/reduced,none,47,59,50,2018,Tennessee
male,group C,some high school,standard,none,73,66,66,2017,Ohio
male,group C,some college,free/reduced,completed,50,48,53,2019,Colorado
male,group D,associate's degree,standard,none,75,68,64,2017,Missouri
male,group D,associate's degree,free/reduced,none,75,66,73,2016,Missouri
male,group C,high school,standard,none,70,56,51,2017,Arizona
male,group D,some high school,standard,completed,89,88,82,2020,Ohio
female,group C,some college,standard,completed,67,81,79,2015,Indiana
female,group D,high school,standard,none,78,81,80,2016,Washington
female,group A,some high school,free/reduced,none,59,73,69,2017,Tennessee
female,group B,associate's degree,standard,none,73,83,76,2015,Illinois
male,group A,some high school,free/reduced,none,79,82,73,2019,Texas
female,group C,some high school,standard,completed,67,74,77,2018,North Carolina
male,group D,some college,free/reduced,none,69,66,60,2018,Massachusetts
male,group C,high school,standard,completed,86,81,80,2015,Georgia
male,group B,high school,standard,none,47,46,42,2020,Colorado
male,group B,associate's degree,standard,none,81,73,72,2016,Illinois
female,group C,some college,free/reduced,completed,64,85,85,2015,Arizona
female,group E,some college,standard,none,100,92,97,2015,Indiana
female,group C,associate's degree,free/reduced,none,65,77,74,2017,Maryland
male,group C,some college,free/reduced,none,65,58,49,2017,Washington
female,group C,associate's degree,free/reduced,none,53,61,62,2020,Pennsylvania
male,group C,bachelor's degree,free/reduced,none,37,56,47,2016,North Carolina
female,group D,bachelor's degree,standard,none,79,89,89,2016,Michigan
male,group D,associate's degree,free/reduced,none,53,54,48,2020,Texas
female,group E,bachelor's degree,standard,none,100,100,100,2019,Texas
male,group B,high school,standard,completed,72,65,68,2019,Arizona
male,group C,bachelor's degree,free/reduced,none,53,58,55,2020,Florida
male,group B,some college,free/reduced,none,54,54,45,2017,California
female,group E,some college,standard,none,71,70,76,2019,New York
female,group C,some college,free/reduced,none,77,90,91,2016,Illinois
male,group A,bachelor's degree,standard,completed,75,58,62,2019,Maryland
female,group C,some college,standard,none,84,87,91,2016,Georgia
female,group D,associate's degree,free/reduced,none,26,31,38,2016,Massachusetts
male,group A,high school,free/reduced,completed,72,67,65,2019,Texas
female,group A,high school,free/reduced,completed,77,88,85,2019,North Carolina
male,group C,some college,standard,none,91,74,76,2017,Missouri
female,group C,associate's degree,standard,completed,83,85,90,2015,Tennessee
female,group C,high school,standard,none,63,69,74,2017,Illinois
female,group C,associate's degree,standard,completed,68,86,84,2017,New York
female,group D,some high school,standard,none,59,67,61,2015,North Carolina
female,group B,associate's degree,standard,completed,90,90,91,2015,Washington
female,group D,bachelor's degree,standard,completed,71,76,83,2019,Arizona
male,group E,bachelor's degree,standard,completed,76,62,66,2019,Florida
male,group D,associate's degree,standard,none,80,68,72,2017,Georgia
female,group D,master's degree,standard,none,55,64,70,2016,California
male,group E,associate's degree,standard,none,76,71,67,2016,North Carolina
male,group B,high school,standard,completed,73,71,68,2017,Pennsylvania
female,group D,associate's degree,free/reduced,none,52,59,56,2017,Michigan
male,group C,some college,free/reduced,none,68,68,61,2020,Wisconsin
male,group A,high school,standard,none,59,52,46,2018,Illinois
female,group B,associate's degree,standard,none,49,52,54,2017,Indiana
male,group C,high school,standard,none,70,74,71,2020,Virginia
male,group D,some college,free/reduced,none,61,47,56,2017,Ohio
female,group C,associate's degree,free/reduced,none,60,75,74,2016,Tennessee
male,group B,some high school,standard,completed,64,53,57,2015,Georgia
male,group A,associate's degree,free/reduced,completed,79,82,82,2020,Massachusetts
female,group A,associate's degree,free/reduced,none,65,85,76,2019,California
female,group C,associate's degree,standard,none,64,64,70,2019,Indiana
female,group C,some college,standard,none,83,83,90,2019,Florida
female,group C,bachelor's degree,standard,none,81,88,90,2018,Washington
female,group B,high school,standard,none,54,64,68,2016,Virginia
male,group D,high school,standard,completed,68,64,66,2017,Pennsylvania
female,group C,some college,standard,none,54,48,52,2020,Maryland
female,group D,some college,free/reduced,completed,59,78,76,2015,Illinois
female,group B,some high school,standard,none,66,69,68,2018,Washington
male,group E,some college,standard,none,76,71,72,2016,Arizona
female,group D,master's degree,standard,none,74,79,82,2016,Texas
female,group B,associate's degree,standard,completed,94,87,92,2020,Tennessee
male,group C,some college,free/reduced,none,63,61,54,2016,Wisconsin
female,group E,associate's degree,standard,completed,95,89,92,2015,Pennsylvania
female,group D,master's degree,free/reduced,none,40,59,54,2018,Virginia
female,group B,some high school,standard,none,82,82,80,2016,Missouri
male,group A,high school,standard,none,68,70,66,2020,Pennsylvania
male,group B,bachelor's degree,free/reduced,none,55,59,54,2017,North Carolina
male,group C,master's degree,standard,none,79,78,77,2016,Texas
female,group C,bachelor's degree,standard,none,86,92,87,2019,Ohio
male,group D,some college,standard,none,76,71,73,2015,Colorado
male,group A,some high school,standard,none,64,50,43,2016,Michigan
male,group D,some high school,free/reduced,none,62,49,52,2017,New York
female,group B,some high school,standard,completed,54,61,62,2016,Arizona
female,group B,master's degree,free/reduced,completed,77,97,94,2016,Pennsylvania
female,group C,some high school,standard,completed,76,87,85,2018,Washington
female,group D,some college,standard,none,74,89,84,2016,Wisconsin
female,group E,some college,standard,completed,66,74,73,2020,Missouri
female,group D,some high school,standard,completed,66,78,78,2016,California
female,group B,high school,free/reduced,completed,67,78,79,2015,Tennessee
male,group D,some college,standard,none,71,49,52,2020,Ohio
female,group C,associate's degree,standard,none,91,86,84,2019,Ohio
male,group D,bachelor's degree,standard,none,69,58,57,2015,Texas
male,group C,master's degree,free/reduced,none,54,59,50,2017,Arizona
male,group C,high school,standard,completed,53,52,49,2019,Georgia
male,group E,some college,standard,none,68,60,59,2016,Illinois
male,group C,some high school,free/reduced,completed,56,61,60,2020,Indiana
female,group C,high school,free/reduced,none,36,53,43,2020,New York
female,group D,bachelor's degree,free/reduced,none,29,41,47,2018,Wisconsin
female,group C,associate's degree,standard,none,62,74,70,2020,Massachusetts
female,group C,associate's degree,standard,completed,68,67,73,2020,Massachusetts
female,group C,some high school,standard,none,47,54,53,2017,Massachusetts
male,group E,associate's degree,standard,completed,62,61,58,2015,Michigan
female,group E,associate's degree,standard,completed,79,88,94,2019,Michigan
male,group B,high school,standard,completed,73,69,68,2015,Ohio
female,group C,bachelor's degree,free/reduced,completed,66,83,83,2016,Georgia
male,group C,associate's degree,standard,completed,51,60,58,2019,Massachusetts
female,group D,high school,standard,none,51,66,62,2020,Maryland
male,group E,bachelor's degree,standard,completed,85,66,71,2019,California
male,group A,associate's degree,standard,completed,97,92,86,2016,Virginia
male,group C,high school,standard,completed,75,69,68,2020,Pennsylvania
male,group D,associate's degree,free/reduced,completed,79,82,80,2019,Tennessee
female,group C,associate's degree,standard,none,81,77,79,2017,Tennessee
female,group D,associate's degree,standard,none,82,95,89,2016,Texas
female,group D,master's degree,standard,none,64,63,66,2017,Arizona
male,group E,some high school,free/reduced,completed,78,83,80,2019,Tennessee
female,group A,some high school,standard,completed,92,100,97,2018,Pennsylvania
male,group C,high school,standard,completed,72,67,64,2017,Arizona
female,group C,high school,free/reduced,none,62,67,64,2017,Indiana
male,group C,master's degree,standard,none,79,72,69,2020,New York
male,group C,some high school,free/reduced,none,79,76,65,2016,Georgia
male,group B,bachelor's degree,free/reduced,completed,87,90,88,2019,Illinois
female,group B,associate's degree,standard,none,40,48,50,2016,Texas
male,group D,some college,free/reduced,none,77,62,64,2016,Illinois
male,group E,associate's degree,standard,none,53,45,40,2017,Wisconsin
female,group C,some college,free/reduced,none,32,39,33,2016,Virginia
female,group C,associate's degree,standard,completed,55,72,79,2019,Maryland
male,group C,master's degree,free/reduced,none,61,67,66,2017,Wisconsin
female,group B,associate's degree,free/reduced,none,53,70,70,2019,California
male,group D,some high school,standard,none,73,66,62,2018,Washington
female,group D,some college,standard,completed,74,75,79,2015,Michigan
female,group C,some college,standard,none,63,74,74,2018,Florida
male,group C,bachelor's degree,standard,completed,96,90,92,2017,California
female,group D,some college,free/reduced,completed,63,80,80,2020,New York
male,group B,bachelor's degree,free/reduced,none,48,51,46,2018,Tennessee
male,group B,associate's degree,standard,none,48,43,45,2016,North Carolina
female,group E,bachelor's degree,free/reduced,completed,92,100,100,2015,Colorado
female,group D,master's degree,free/reduced,completed,61,71,78,2016,Arizona
male,group B,high school,free/reduced,none,63,48,47,2016,Indiana
male,group D,bachelor's degree,free/reduced,none,68,68,67,2019,Massachusetts
male,group B,some college,standard,completed,71,75,70,2016,Colorado
male,group A,bachelor's degree,standard,none,91,96,92,2020,Georgia
female,group C,some college,standard,none,53,62,56,2018,New York
female,group C,high school,free/reduced,completed,50,66,64,2015,Colorado
female,group E,high school,standard,none,74,81,71,2017,Virginia
male,group A,associate's degree,free/reduced,completed,40,55,53,2020,Indiana
